"ID","question","questionType"
94931,"Would I be able to use this battery in my HTC One Sprint 4G LTE Cellphone thatb uses a bpart # 35 H00201-01M Model battery?",1
13103,"how many calories in each cup",0
86976,"Do you have to activate it ?",1
18470,"Is there an expiry date for this item? What if it was left unopened?",0
60901,"Hi the phone is factoru unlocked?",0
110809,"I own the F3 and was wondering if this has more internal memory ? The F3 does NOT have enough for my needs.",0
83650,"Does this device provide voice commands? if so does it announce the caller s name instead of the caller s number? thanks!",0
96673,"Screen rotation not working after installing the Note 3 S-View Cover",0
111873,"The voice is off sync with anything we try watching on iPad or MacBook Pro. Its delayed by 1-2 seconds, really annoying. Any fix for that?",0
22371,"How does the ice maker connect to refrig? I see a tube, but not where it connects? Does it have instructions",0
20146,"I have a 1/3 hp 5.3 amp Sears 258.640770 whole house fan, which has a capacitor, which I assume is a start assist. Will this switch work?",1
22575,"Will it fit GU2200XTSSO, Type 575-0?",1
7247,"Can these be ground in a food processor and made into powder?",1
69412,"Whenever I charge my phone, a message appears saying  Charging Error . Sometimes, it won t accept my sim card. Any suggestions on what to do?",0
86389,"Does it have to be plugged into the wall for it to charge your devices to charge?",1
43921,"defender or commuter which is best?",0
6938,"Is the top threaded to screw into gumball machine or is it smooth?",0
77334,"works whit SHG-A157?",0
68335,"Work freely with HSDPA 900? I need to use one with Digitel in Venezuela",0
16294,"Where can I find nutritional information for your powdered butter ie. fat content, etc.?",0
74739,"how do you make G3 work???",0
98289,"What is the difference between the cases that are roughly $21 &amp; $31? There both white.",0
91517,"I just wondering if the case is slippery when it s in the upright position? Thanks",0
98846,"does it support hdmi, mhl or any video output?",1
3762,"Hi there, what is the package size? and for a major order like 30 or 50 package what will be the box size and how many packages are in there?",0
108861,"Does the cover case come with the screen protector??",1
28364,"what is the cfm settings?",0
21963,"what is the flow rate on this filter",0
73084,"this pen can work with galaxy s 5 i want t know that",0
61889,"will this phone work in Venezuela??",1
583,"Are these in crystal or flake form?",0
20122,"Does this vent contain heat?? Can you use it on portable air conditioners",1
37068,"Is the data truly unlimited with this plan? I ve heard some say you can only use so much data per month.",1
571,"Is this NON GMO seed?",1
59657,"How does the case effect the camera? I don t want my pictures to have a glare of the case or light.",0
94303,"Unlocked? ... I can use it in my country ... venezuela?",0
63178,"does it work with verizon",1
109850,"How many times I could charge my IPhone 5?",0
74251,"will this work with windows phone 8x by htc",1
22730,"I purchased this filter on 12/31/14. Now there are black particle in water. What s happened. Defect products?",0
55126,"Does this phone have speed dial numbers so my father can set specific numbers for one number speed dial?",1
81980,"does this work with the note 2, and does it have a lanyard? i want to use it mainly as a camera at disney",1
50184,"How do i get the hard case off my phone?",0
18376,"Hi. When you juice this is the grass sweet? I bought some hard red wheat for wheat grass and it was pretty bitter .",0
80633,"How do you put your monogram on it before you buy it?",0
69080,"does it fit iphone 5?",1
69022,"If I just cracked the outer area of my iPhone and the touch screen and everything else works just fine, was this the right thing to purchase?",1
46106,"Just to make sure... This screen DOES have the DIGITIZER part already installed to the replacement glass.",0
76987,"What warranty does this come with?",0
37667,"How many cards can this case fit? Can it fit drivers license and two credit cards?",0
27554,"Will I need to pre-rinse dishes in the sink before putting them in this dishwasher, or can I skip that step? Thanks!",0
13293,"will this work for Belgium waffles ?",1
6069,"ARE YOUR NUTS PASTEURIZED???",1
20341,"Did anyone else have to install a tower cooler? If so, where did you run the power cord out of?",0
37370,"Hello I am from Venezuela want to know if it works well here, and if you have warranty, but I m interested to know if it works perfect here in Venezue",0
24432,"Can this be used outdoors?",1
106813,"Is THIS charger rechargable?",1
19103,"How do you make hot chocolate out if it? Does it need to be cooked or simply added to hot water or milk?",0
36562,"does this cell phone work on T- Mobile network ? Does the cell phone come unlocked.? It doesn t say in the add.",0
35446,"Will it transfer pictures from phone to computer?",1
2139,"Does the package indicate manufactured in Germany?",1
28709,"Instructions on how to connect to my home phone I do not have a manual. When I plug it in as I think it should be, no dial tone.",0
86835,"can the be worn over prescription glasses?",1
4538,"How much caffeine is in one Ferrero Pocket Coffee chocolate?",0
106488,"does it support 4G?",1
43612,"does it have reflectors?",1
81225,"How long would it take to fully charge a smartphone like Samsung galaxy s3?",0
38151,"is it unlocked to use with Straitalk?",1
10275,"What is the actual height of the rack? Amazon lists a height of 18.6 inches, but usually amazon s dimensions are for the packaging.",0
61976,"Charging While Docked: However, if I am using the dock can I plug in my car charger to charge the phone while in the dock??",0
78599,"Will this work with Verizon?",1
81350,"Would this fit an S5 with the wireless (Qi) cover on the back? That makes it just a couple of millimeters thicker and most cases do not fit.",1
99901,"is it really waterproof?",1
19876,"Is the hygrometer metal and glass, or plastic?",0
95823,"is it possible to take out the battery of this phone or it can not be taken out",0
61186,"Does the matte screen protector affect the HD clarity of the device? I m not sure I want to trade anti-glare for HD clarity.",1
13988,"What is the content of curcumin",0
1548,"Are you getting 4 boxes of 8oz. each baking chocolate?",1
89790,"Will this work on the iPhone 5s? Will the fingerprint reader work?",0
70426,"I have water tight case will lens fit on it",0
7611,"Are these lactose-free?",1
96096,"Does it come with a screen protector",1
32768,"Flashlight: Can anyone help?",0
108402,"Does work with Tracfone service?",1
64569,"WHAT IS PICTURE QUALITY",0
110928,"Will this allow the phone to move left &amp; right so you can angle it towards the driver?",1
4231,"Is the packaging bpa free?",1
59291,"Can two of these be paired together, one plugged into TV to transmit audio, and another across the room plugged into headphones to receive audio?",1
19412,"Are they soft mints or Hard as Rock?",0
77992,"Does anyone know if it will fit with the Rhinoshield High Impact-Resistant Screen Protector? The Rhinoshield is supposed to be only .029 cm thick",0
51166,"This product can be shipped to Venezuela?",0
43540,"is it possible to use this headphone as wired one?",1
79691,"Says the clip can be used as a kickstand for media viewing. I don t see how. I had similar cases, kickstand is on the back of inner case. Anyone?",0
90515,"is the 32gb internal or sd card",0
36283,"it works for galaxy s2 t989?????",0
99717,"Has anyone dropped it from a high height on a hard surface? How did it do?",0
21857,"My range is the GE Profile with 3 six inch and one 8 inch pan.do not see them here.What do I order?Do you recommend the porcelain over the chrome?",0
88538,"Why does this cover have 4 electrical contacts, but other add-on Qi receivers have only 2 electrical contacts?",0
4854,"What are the ingredients listed for these?",0
74930,"Hi will this part work on a GT-N7000?",0
99818,"Hi i need to know if this phone works in Colombia",0
95059,"do you know if this will fit the outterbox defender holder?",0
44289,"if i draw on it with sharpie, will it fade?",1
86110,"Do you know if it fits with a Speck Hard Shell protector ?",0
61127,"Will this work with a 5c iPhone?",1
733,"Could this be used on the skin? Like in body butter?",0
53694,"can I charge an iphone 5 and iphone 4 at same time?",1
104767,"Can I get case C?",1
20071,"size",0
63404,"Can it be unlocked?",1
107311,"Can it be upgrade it to KIT KAT???",1
50817,"Hey, anybody had issues with the proximity sensor on the iPhone 4 being blocked by this case, currently having that problem...",0
66391,"Will this case fit with an LG Escape P870. My service comes from Consumer Cellular and I really need an otterbox for it.",1
33791,"Mine is cricket htc 4g lte. You think this will be fit for it, too?",0
98860,"like to know if this phone is unlocked and if it is used to venezuela quad bans. wonder at the bands",0
86001,"Can a 7 port USB surge protector fit in the bottom of the base?",1
59380,"Does this include any warranty?",1
10210,"The use by date is 4/2014 isn t that a little soon for so much product?",0
107849,"will it charge my Moto 360 smartwatch?",1
